label,reference_positive,predicted_positive,tp,tn,fp,fn,agreement,kappa,precision,recall,f1
EXAMPLE:Worked Case,56,37,22,217,15,34,0.8298611111111112,0.376678445229682,0.5945945945945946,0.39285714285714285,0.4731182795698925
RESOURCE:Agent Resource,62,75,44,195,31,18,0.8298611111111112,0.5320334261838442,0.5866666666666667,0.7096774193548387,0.6423357664233577
CONSTRAINT:Scope Boundary,221,227,201,41,26,20,0.8402777777777778,0.5382363192750088,0.8854625550660793,0.9095022624434389,0.8973214285714286
CONSTRAINT:Resource Budget,110,130,98,146,32,12,0.8472222222222222,0.6872655478775913,0.7538461538461538,0.8909090909090909,0.8166666666666667
CONSTRAINT:Quality Standard,215,216,194,51,22,21,0.8506944444444444,0.6036866359447004,0.8981481481481481,0.9023255813953488,0.9002320185614849
TASK:Work Item Management,50,80,46,204,34,4,0.8680555555555556,0.6282608695652175,0.575,0.92,0.7076923076923077
COMMUNICATION:Expert Role,135,146,122,129,24,13,0.8715277777777778,0.7432784041630529,0.8356164383561644,0.9037037037037037,0.8683274021352313
EXAMPLE:Output Template,176,204,172,80,32,4,0.875,0.7244897959183674,0.8431372549019608,0.9772727272727273,0.9052631578947369
SAFETY:Execution Isolation,40,51,28,225,23,12,0.8784722222222222,0.544468546637744,0.5490196078431373,0.7,0.6153846153846154
EVALUATION:Evidence Credibility,32,14,6,248,8,26,0.8819444444444444,0.2072538860103628,0.42857142857142855,0.1875,0.2608695652173913
TASK:Artifact Review,72,73,57,200,16,15,0.8923611111111112,0.7142857142857144,0.7808219178082192,0.7916666666666666,0.7862068965517242
COMMUNICATION:Audience Voice,58,61,45,214,16,13,0.8993055555555556,0.6928960141197236,0.7377049180327869,0.7758620689655172,0.7563025210084033
EVALUATION:Execution Check,74,69,57,202,12,17,0.8993055555555556,0.7303370786516854,0.8260869565217391,0.7702702702702703,0.7972027972027972
RESOURCE:Development Toolchain,54,70,49,213,21,5,0.9097222222222222,0.7340153452685422,0.7,0.9074074074074074,0.7903225806451613
PROCESS:Work Delegation,26,46,24,240,22,2,0.9166666666666666,0.6232010466637592,0.5217391304347826,0.9230769230769231,0.6666666666666666
OUTPUT:Standalone Artifact,40,38,28,238,10,12,0.9236111111111112,0.6738056013179573,0.7368421052631579,0.7,0.717948717948718
PROCESS:Cross-Run Memory,52,70,50,216,20,2,0.9236111111111112,0.7725445146467549,0.7142857142857143,0.9615384615384616,0.819672131147541
TASK:Executable Validation,60,74,56,210,18,4,0.9236111111111112,0.7867528271405494,0.7567567567567568,0.9333333333333333,0.835820895522388
RESOURCE:Web Retrieval,41,48,34,233,14,7,0.9270833333333334,0.7212389380530975,0.7083333333333334,0.8292682926829268,0.7640449438202247
PROCESS:Required Sequence,254,261,248,21,13,6,0.9340277777777778,0.6521739130434783,0.9501915708812261,0.9763779527559056,0.9631067961165048
PROCESS:Decision Branch,251,263,248,22,15,3,0.9375,0.6761214544545796,0.9429657794676806,0.9880478087649402,0.9649805447470817
SAFETY:Vulnerability Handling,18,18,10,262,8,8,0.9444444444444444,0.5259259259259257,0.5555555555555556,0.5555555555555556,0.5555555555555556
TASK:Artifact Change,96,96,88,184,8,8,0.9444444444444444,0.8749999999999999,0.9166666666666666,0.9166666666666666,0.9166666666666666
OUTPUT:Repository Change,86,93,83,192,10,3,0.9548611111111112,0.8947013162335472,0.8924731182795699,0.9651162790697675,0.9273743016759777
OUTPUT:Existing Thread Response,114,108,105,171,3,9,0.9583333333333334,0.9120879120879122,0.9722222222222222,0.9210526315789473,0.9459459459459459
OUTPUT:New Thread,120,110,110,168,0,10,0.9652777777777778,0.927710843373494,1.0,0.9166666666666666,0.9565217391304348
SAFETY:Information Confidentiality,21,19,15,263,4,6,0.9652777777777778,0.7313933967543369,0.7894736842105263,0.7142857142857143,0.75
SAFETY:Prompt Injection Defense,27,30,25,256,5,2,0.9756944444444444,0.8637469586374694,0.8333333333333334,0.9259259259259259,0.8771929824561403
