label,reference_positive,predicted_positive,tp,tn,fp,fn,agreement,kappa,precision,recall,f1
CONSTRAINT:Resource Budget,110,114,90,154,24,20,0.8472222222222222,0.6786366402921484,0.7894736842105263,0.8181818181818182,0.8035714285714286
EXAMPLE:Worked Case,56,68,40,204,28,16,0.8472222222222222,0.5489749430523918,0.5882352941176471,0.7142857142857143,0.6451612903225806
RESOURCE:Agent Resource,62,48,36,214,12,26,0.8680555555555556,0.5746268656716419,0.75,0.5806451612903226,0.6545454545454545
EVALUATION:Evidence Credibility,32,25,11,242,14,21,0.8784722222222222,0.31965442764578844,0.44,0.34375,0.38596491228070173
SAFETY:Execution Isolation,40,41,24,231,17,16,0.8854166666666666,0.5259377494014363,0.5853658536585366,0.6,0.5925925925925926
COMMUNICATION:Expert Role,135,141,122,134,19,13,0.8888888888888888,0.7774880486744893,0.8652482269503546,0.9037037037037037,0.8840579710144928
EVALUATION:Execution Check,74,67,55,202,12,19,0.8923611111111112,0.7091098657630655,0.8208955223880597,0.7432432432432432,0.7801418439716312
EXAMPLE:Output Template,176,201,173,84,28,3,0.8923611111111112,0.7639593908629443,0.8606965174129353,0.9829545454545454,0.9177718832891246
TASK:Artifact Review,72,54,48,210,6,24,0.8958333333333334,0.6969696969696971,0.8888888888888888,0.6666666666666666,0.7619047619047619
TASK:Work Item Management,50,66,43,215,23,7,0.8958333333333334,0.6777081468218443,0.6515151515151515,0.86,0.7413793103448276
PROCESS:Cross-Run Memory,52,74,49,211,25,3,0.9027777777777778,0.7179630665920538,0.6621621621621622,0.9423076923076923,0.7777777777777778
TASK:Executable Validation,60,78,56,206,22,4,0.9097222222222222,0.7535545023696681,0.717948717948718,0.9333333333333333,0.8115942028985508
COMMUNICATION:Audience Voice,58,63,49,216,14,9,0.9201388888888888,0.7594771241830064,0.7777777777777778,0.8448275862068966,0.8099173553719008
PROCESS:Required Sequence,254,258,245,21,13,9,0.9236111111111112,0.6134699853587118,0.9496124031007752,0.9645669291338582,0.95703125
RESOURCE:Development Toolchain,54,64,48,218,16,6,0.9236111111111112,0.7659574468085107,0.75,0.8888888888888888,0.8135593220338984
PROCESS:Decision Branch,251,260,245,22,15,6,0.9270833333333334,0.6367131186929362,0.9423076923076923,0.9760956175298805,0.958904109589041
OUTPUT:Standalone Artifact,40,34,27,241,7,13,0.9305555555555556,0.6901893287435457,0.7941176470588235,0.675,0.7297297297297297
SAFETY:Vulnerability Handling,18,14,7,263,7,11,0.9375,0.40495867768595034,0.5,0.3888888888888889,0.4375
RESOURCE:Web Retrieval,41,47,36,236,11,5,0.9444444444444444,0.7855746859004187,0.7659574468085106,0.8780487804878049,0.8181818181818182
TASK:Artifact Change,96,90,85,187,5,11,0.9444444444444444,0.8730158730158729,0.9444444444444444,0.8854166666666666,0.9139784946236559
SAFETY:Information Confidentiality,21,18,13,262,5,8,0.9548611111111112,0.6426116838487977,0.7222222222222222,0.6190476190476191,0.6666666666666666
OUTPUT:Repository Change,86,92,83,193,9,3,0.9583333333333334,0.9024830699774267,0.9021739130434783,0.9651162790697675,0.9325842696629213
OUTPUT:Existing Thread Response,114,108,106,172,2,8,0.9652777777777778,0.9267399267399268,0.9814814814814815,0.9298245614035088,0.954954954954955
OUTPUT:New Thread,120,110,110,168,0,10,0.9652777777777778,0.927710843373494,1.0,0.9166666666666666,0.9565217391304348
PROCESS:Work Delegation,26,24,22,260,2,4,0.9791666666666666,0.8686131386861311,0.9166666666666666,0.8461538461538461,0.88
SAFETY:Prompt Injection Defense,27,29,25,257,4,2,0.9791666666666666,0.8813349814585907,0.8620689655172413,0.9259259259259259,0.8928571428571429
